2.085964852371946857e-02,7.504361086883875043e-01,-3.266055273430775174e-01,-5.742293543080568829e-01
2.083377533507175042e-02,7.503082825143735368e-01,-3.266422779659806097e-01,-5.743764072808126286e-01
2.080785882116336846e-02,7.501804309287071204e-01,-3.266789463617361666e-01,-5.745234721635695818e-01
2.078189906396409395e-02,7.500525539436188049e-01,-3.267155325016800616e-01,-5.746705489374707154e-01
2.075589614549026851e-02,7.499246515713391403e-01,-3.267520363572297692e-01,-5.748176375836140384e-01
2.072985014780479029e-02,7.497967238240992316e-01,-3.267884578998844214e-01,-5.749647380830520405e-01
2.070376115301345715e-02,7.496687707141297397e-01,-3.268247971012261943e-01,-5.751118504167922474e-01
2.067762924326499094e-02,7.495407922536608814e-01,-3.268610539329205866e-01,-5.752589745657975540e-01
2.065145450075102015e-02,7.494127884549226515e-01,-3.268972283667159751e-01,-5.754061105109850027e-01
2.062523700770608689e-02,7.492847593301449338e-01,-3.269333203744440031e-01,-5.755532582332273384e-01
2.059897684640764684e-02,7.491567048915568350e-01,-3.269693299280194143e-01,-5.757004177133520084e-01
2.057267409917607967e-02,7.490286251513876836e-01,-3.270052569994403302e-01,-5.758475889321419405e-01
2.054632884837467172e-02,7.489005201218666974e-01,-3.270411015607877503e-01,-5.759947718703345432e-01
2.051994117640963330e-02,7.487723898152224278e-01,-3.270768635842261629e-01,-5.761419665086227049e-01
2.049351116573009182e-02,7.486442342436836483e-01,-3.271125430420031011e-01,-5.762891728276545722e-01
2.046703889882809171e-02,7.485160534194791326e-01,-3.271481399064494200e-01,-5.764363908080331056e-01
2.044052445823860489e-02,7.483878473548374322e-01,-3.271836541499792417e-01,-5.765836204303167456e-01
2.041396792653951339e-02,7.482596160619870984e-01,-3.272190857450898438e-01,-5.767308616750188577e-01
2.038736938635162324e-02,7.481313595531562388e-01,-3.272544346643617152e-01,-5.768781145226082874e-01
2.036072892033867140e-02,7.480030778405738490e-01,-3.272897008804588892e-01,-5.770253789535090272e-01
2.033404661118041329e-02,7.478747709364630403e-01,-3.273248843661389351e-01,-5.771726549481023261e-01
2.030732254135371451e-02,7.477464388529980743e-01,-3.273599850943385015e-01,-5.773199424867425655e-01
2.028055679362001859e-02,7.476180816024015074e-01,-3.273950030379826903e-01,-5.774672415497221767e-01
2.025374945086161685e-02,7.474896991969111060e-01,-3.274299381700502831e-01,-5.776145521172836306e-01
2.022690059599947798e-02,7.473612916487646363e-01,-3.274647904636050488e-01,-5.777618741696245452e-01
2.020001031199322380e-02,7.472328589701987545e-01,-3.274995598917959105e-01,-5.779092076868982408e-01
2.017307868184116046e-02,7.471044011734500057e-01,-3.275342464278572785e-01,-5.780565526492131845e-01
2.014610578858027148e-02,7.469759182707541578e-01,-3.275688500451087171e-01,-5.782039090366341005e-01
2.011909171528619700e-02,7.468474102743466458e-01,-3.276033707169550002e-01,-5.783512768291804163e-01
2.009203654507326839e-02,7.467188771964622385e-01,-3.276378084168862226e-01,-5.784986560068279271e-01
2.006494036109447709e-02,7.465903190493355934e-01,-3.276721631184779659e-01,-5.786460465495075756e-01
2.003780324654149889e-02,7.464617358452009244e-01,-3.277064347953907997e-01,-5.787934484371058952e-01
2.001062528464469734e-02,7.463331275962920008e-01,-3.277406234213708913e-01,-5.789408616494655657e-01
1.998340655867309607e-02,7.462044943148423704e-01,-3.277747289702497291e-01,-5.790882861663846359e-01
1.995614715193440997e-02,7.460758360130852473e-01,-3.278087514159440663e-01,-5.792357219676167457e-01
1.992884714777503133e-02,7.459471527032536242e-01,-3.278426907324559769e-01,-5.793831690328714590e-01
1.990150662958002636e-02,7.458184443975800493e-01,-3.278765468938731331e-01,-5.795306273418141529e-01
1.987412568077314909e-02,7.456897111082972929e-01,-3.279103198743683056e-01,-5.796780968740654627e-01
1.984670438481685173e-02,7.455609528476377923e-01,-3.279440096482000300e-01,-5.798255776092027247e-01
1.981924282521223962e-02,7.454321696278336518e-01,-3.279776161897120512e-01,-5.799730695267583114e-01
1.979174108549912672e-02,7.453033614611171975e-01,-3.280111394733334351e-01,-5.801205726062207413e-01
1.976419924925600438e-02,7.451745283597204228e-01,-3.280445794735790122e-01,-5.802680868270345682e-01
1.973661740010004828e-02,7.450456703358754318e-01,-3.280779361650487114e-01,-5.804156121685997149e-01
1.970899562168713232e-02,7.449167874018143287e-01,-3.281112095224283376e-01,-5.805631486102729166e-01
1.968133399771180778e-02,7.447878795697691068e-01,-3.281443995204889608e-01,-5.807106961313658333e-01
1.965363261190731722e-02,7.446589468519720922e-01,-3.281775061340870270e-01,-5.808582547111467154e-01
1.962589154804560143e-02,7.445299892606555003e-01,-3.282105293381649136e-01,-5.810058243288396262e-01
1.959811088993728204e-02,7.444010068080515463e-01,-3.282434691077499855e-01,-5.811534049636245536e-01
1.957029072143167542e-02,7.442719995063928895e-01,-3.282763254179555390e-01,-5.813009965946378532e-01
1.954243112641679617e-02,7.441429673679123002e-01,-3.283090982439804684e-01,-5.814485992009715831e-01
1.951453218881935014e-02,7.440139104048424379e-01,-3.283417875611089332e-01,-5.815962127616739474e-01
1.948659399260473796e-02,7.438848286294166279e-01,-3.283743933447109131e-01,-5.817438372557495185e-01
1.945861662177704801e-02,7.437557220538684177e-01,-3.284069155702418752e-01,-5.818914726621585709e-01
1.943060016037908080e-02,7.436265906904313550e-01,-3.284393542132430510e-01,-5.820391189598179693e-01
1.940254469249231423e-02,7.434974345513397642e-01,-3.284717092493410484e-01,-5.821867761276003916e-01
1.937445030223694173e-02,7.433682536488277481e-01,-3.285039806542483509e-01,-5.823344441443349950e-01
1.934631707377184803e-02,7.432390479951305196e-01,-3.285361684037629848e-01,-5.824821229888069718e-01
1.931814509129461954e-02,7.431098176024831803e-01,-3.285682724737686855e-01,-5.826298126397578825e-01
1.928993443904153740e-02,7.429805624831216093e-01,-3.286002928402348422e-01,-5.827775130758855449e-01
1.926168520128758790e-02,7.428512826492817966e-01,-3.286322294792164422e-01,-5.829252242758440339e-01
1.923339746234646597e-02,7.427219781132008425e-01,-3.286640823668544598e-01,-5.830729462182437928e-01
1.920507130657055431e-02,7.425926488871159581e-01,-3.286958514793752451e-01,-5.832206788816515219e-01
1.917670681835096508e-02,7.424632949832652429e-01,-3.287275367930913572e-01,-5.833684222445906231e-01
1.914830408211747742e-02,7.423339164138867963e-01,-3.287591382844004539e-01,-5.835161762855404222e-01
1.911986318233861032e-02,7.422045131912202720e-01,-3.287906559297865683e-01,-5.836639409829368352e-01
1.909138420352157056e-02,7.420750853275054348e-01,-3.288220897058191650e-01,-5.838117163151725908e-01
1.906286723021227703e-02,7.419456328349827157e-01,-3.288534395891535844e-01,-5.839595022605962304e-01
1.903431234699535027e-02,7.418161557258935446e-01,-3.288847055565309874e-01,-5.841072987975135522e-01
1.900571963849412988e-02,7.416866540124802398e-01,-3.289158875847784103e-01,-5.842551059041861672e-01
1.897708918937066058e-02,7.415571277069855638e-01,-3.289469856508087098e-01,-5.844029235588328319e-01
1.894842108432568534e-02,7.414275768216532780e-01,-3.289779997316204518e-01,-5.845507517396283381e-01
1.891971540809867652e-02,7.412980013687280323e-01,-3.290089298042981891e-01,-5.846985904247045118e-01
1.889097224546780127e-02,7.411684013604553645e-01,-3.290397758460123501e-01,-5.848464395921495473e-01
1.886219168124995266e-02,7.410387768090819227e-01,-3.290705378340193499e-01,-5.849942992200085623e-01
1.883337380030072547e-02,7.409091277268547993e-01,-3.291012157456611464e-01,-5.851421692862830426e-01
