1.000000000000000056e-01,2.000000000000000111e-01,-5.000000000000000278e-02
9.996764586737291736e-02,2.000127092503692638e-01,-5.009524752493536154e-02
9.993522814848182501e-02,2.000254238916089333e-01,-5.019044549061948274e-02
9.990274686540320803e-02,2.000381439061497124e-01,-5.028559381942263040e-02
9.987020204026543502e-02,2.000508692764109420e-01,-5.038069243374039552e-02
9.983759369524909666e-02,2.000635999848008328e-01,-5.047574125599341155e-02
9.980492185258668658e-02,2.000763360137176317e-01,-5.057074020863079611e-02
9.977218653456269848e-02,2.000890773455497040e-01,-5.066568921413010240e-02
9.973938776351365387e-02,2.001018239626753681e-01,-5.076058819499733310e-02
9.970652556182800497e-02,2.001145758474631442e-01,-5.085543707376690564e-02
9.967359995194619016e-02,2.001273329822715052e-01,-5.095023577300172857e-02
9.964061095636067567e-02,2.001400953494490986e-01,-5.104498421529312518e-02
9.960755859761585840e-02,2.001528629313345242e-01,-5.113968232326087521e-02
9.957444289830812145e-02,2.001656357102565009e-01,-5.123433001955319394e-02
9.954126388108586188e-02,2.001784136685338389e-01,-5.132892722684675307e-02
9.950802156864940740e-02,2.001911967884753840e-01,-5.142347386784665991e-02
9.947471598375114132e-02,2.002039850523800180e-01,-5.151796986528646427e-02
9.944134714919536377e-02,2.002167784425367691e-01,-5.161241514192818625e-02
9.940791508783836106e-02,2.002295769412246185e-01,-5.170680962056225377e-02
9.937441982258846118e-02,2.002423805307127491e-01,-5.180115322400757200e-02
9.934086137640481262e-02,2.002551891932696226e-01,-5.189544587513719720e-02
9.930723977228828048e-02,2.002680029112390014e-01,-5.198968749708866161e-02
9.927355503330045905e-02,2.002808216668703623e-01,-5.208387801279829726e-02
9.923980718255827338e-02,2.002936454423762391e-01,-5.217801734515588319e-02
9.920599624323096777e-02,2.003064742199609505e-01,-5.227210541708307567e-02
9.917212223853998088e-02,2.003193079818204603e-01,-5.236614215153336666e-02
9.913818519175902899e-02,2.003321467101425168e-01,-5.246012747149209760e-02
9.910418512621405052e-02,2.003449903871065974e-01,-5.255406129997645948e-02
9.907012206528327536e-02,2.003578389948837968e-01,-5.264794356003549974e-02
9.903599603239710003e-02,2.003706925156370222e-01,-5.274177417475011537e-02
9.900180705103825418e-02,2.003835509315208541e-01,-5.283555306723303896e-02
9.896755514474166182e-02,2.003964142246816293e-01,-5.292928016062888041e-02
9.893324033709452459e-02,2.004092823772573306e-01,-5.302295537811405751e-02
9.889886265173626623e-02,2.004221553713777249e-01,-5.311657864289689307e-02
9.886442211235857425e-02,2.004350331891642800e-01,-5.321014987821751085e-02
9.882991874270537214e-02,2.004479158127301375e-01,-5.330366900734792579e-02
9.879535256657281939e-02,2.004608032241802229e-01,-5.339713595359196069e-02
9.876072360780938086e-02,2.004736954056111631e-01,-5.349055064028532258e-02
9.872603189031568804e-02,2.004865923391112859e-01,-5.358391299079554027e-02
9.869127743804467778e-02,2.004994940067605647e-01,-5.367722292852203370e-02
9.865646027500149517e-02,2.005124003906308405e-01,-5.377048037689603072e-02
9.862158042524357682e-02,2.005253114727855723e-01,-5.386368525938062951e-02
9.858663791288055367e-02,2.005382272352799478e-01,-5.395683749947077085e-02
9.855163276207434819e-02,2.005511476601608833e-01,-5.404993702069325195e-02
9.851656499703910497e-02,2.005640727294669967e-01,-5.414298374660671959e-02
9.848143464204123232e-02,2.005770024252286621e-01,-5.423597760080167002e-02
9.844624172139937457e-02,2.005899367294679547e-01,-5.432891850690044905e-02
9.841098625948442591e-02,2.006028756241986233e-01,-5.442180638855724506e-02
9.837566828071950265e-02,2.006158190914262007e-01,-5.451464116945810984e-02
9.834028780958002647e-02,2.006287671131478656e-01,-5.460742277332093081e-02
9.830484487059359955e-02,2.006417196713525808e-01,-5.470015112389545880e-02
9.826933948834012944e-02,2.006546767480209548e-01,-5.479282614496330112e-02
9.823377168745174581e-02,2.006676383251254636e-01,-5.488544776033787986e-02
9.819814149261280045e-02,2.006806043846300625e-01,-5.497801589386450832e-02
9.816244892855995052e-02,2.006935749084906295e-01,-5.507053046942032154e-02
9.812669402008203368e-02,2.007065498786546609e-01,-5.516299141091431796e-02
9.809087679202017906e-02,2.007195292770614092e-01,-5.525539864228734555e-02
9.805499726926775184e-02,2.007325130856418283e-01,-5.534775208751210873e-02
9.801905547677035313e-02,2.007455012863185728e-01,-5.544005167059314065e-02
9.798305143952586171e-02,2.007584938610060266e-01,-5.553229731556683785e-02
9.794698518258436459e-02,2.007714907916103297e-01,-5.562448894650145331e-02
9.791085673104822640e-02,2.007844920600292682e-01,-5.571662648749708263e-02
9.787466611007204775e-02,2.007974976481523843e-01,-5.580870986268567091e-02
9.783841334486265140e-02,2.008105075378609772e-01,-5.590073899623100584e-02
9.780209846067915158e-02,2.008235217110279636e-01,-5.599271381232874545e-02
9.776572148283289854e-02,2.008365401495180724e-01,-5.608463423520638341e-02
9.772928243668746462e-02,2.008495628351876783e-01,-5.617650018912326987e-02
9.769278134765867205e-02,2.008625897498849400e-01,-5.626831159837059754e-02
9.765621824121463457e-02,2.008756208754497175e-01,-5.636006838727140866e-02
9.761959314287566025e-02,2.008886561937135162e-01,-5.645177048018062277e-02
9.758290607821433482e-02,2.009016956864996539e-01,-5.654341780148495339e-02
9.754615707285545223e-02,2.009147393356230937e-01,-5.663501027560300521e-02
9.750934615247612569e-02,2.009277871228905554e-01,-5.672654782698524634e-02
9.747247334280564890e-02,2.009408390301004876e-01,-5.681803038011395274e-02
9.743553866962557930e-02,2.009538950390430123e-01,-5.690945785950329155e-02
9.739854215876976584e-02,2.009669551315000358e-01,-5.700083018969924475e-02
9.736148383612422408e-02,2.009800192892450543e-01,-5.709214729527965770e-02
9.732436372762726107e-02,2.009930874940434320e-01,-5.718340910085424611e-02
9.728718185926946149e-02,2.010061597276521783e-01,-5.727461553106454051e-02
9.724993825709361828e-02,2.010192359718200039e-01,-5.736576651058393483e-02
